# Day,Lon,Lat,Altitude[m],NO,acd_NO,NO2,acd_NO2,O3,acd_O3,FORM,toga_CH2O,HNO3,zhou_HNO3,ISOP,ptrms_isoprene,MEOH,toga_Methanol,MEOH,ptrms_methanol,ALD2,toga_Acetaldehyde,ALD2,ptrms_acetaldehyde,ACET,toga_Acetone,BENZ,toga_Benzene,PRPA,toga_Propane,TERP,ptrms_sum_of_monoterpenes,ISPD+HPLD,ptrms_MVK_MACR
20130627,-98.55127,35.66337,4475.558,0.019,-999.000,0.026,-999.000,46.765,44.528,0.353,-999.000,0.427,-999.000,0.000,0.040,1.121,-999.000,1.121,2.878,0.041,-999.000,0.041,0.346,0.566,-999.000,0.003,-999.000,0.121,-999.000,0.000,0.041,0.000,0.001
20130627,-98.63333,35.66003,4702.900,0.013,-999.000,0.015,-999.000,46.912,45.959,0.243,-999.000,0.224,-999.000,0.000,0.020,0.737,-999.000,0.737,3.095,0.028,-999.000,0.028,0.356,0.506,-999.000,0.002,-999.000,0.113,-999.000,0.000,0.042,0.000,0.007
20130627,-98.71701,35.65650,4926.696,0.013,-999.000,0.015,-999.000,46.912,49.921,0.243,-999.000,0.224,-999.000,0.000,0.007,0.737,-999.000,0.737,2.953,0.028,-999.000,0.028,0.250,0.506,-999.000,0.002,-999.000,0.113,-999.000,0.000,0.042,0.000,0.014
20130627,-98.80167,35.65293,5148.281,0.013,-999.000,0.015,-999.000,46.405,49.745,0.243,-999.000,0.230,-999.000,0.000,0.017,0.762,-999.000,0.762,2.797,0.031,-999.000,0.031,0.327,0.517,-999.000,0.002,-999.000,0.122,-999.000,0.000,0.061,0.000,0.021
20130627,-98.88540,35.64934,5445.092,0.015,32.210,0.015,-999.000,54.516,53.345,0.174,581.000,0.175,121.000,0.000,0.049,0.693,1107.000,0.693,2.264,0.015,72.800,0.015,0.323,0.472,713.000,0.001,7.550,0.100,40.000,0.000,-999.000,0.000,-999.000
20130627,-98.96591,35.64614,5646.868,0.015,42.068,0.015,-999.000,54.516,70.099,0.174,-999.000,0.175,121.000,0.000,0.007,0.693,-999.000,0.693,1.986,0.015,-999.000,0.015,0.448,0.472,-999.000,0.001,-999.000,0.100,-999.000,0.000,0.051,0.000,0.011
20130627,-99.04617,35.64246,5844.874,0.015,48.309,0.015,-999.000,54.891,60.787,0.174,404.000,0.170,121.000,0.000,0.008,0.695,430.000,0.695,1.925,0.014,37.300,0.014,0.444,0.471,499.000,0.001,8.440,0.100,39.000,0.000,0.002,0.000,-999.000
20130627,-99.12702,35.63887,5950.610,0.015,45.174,0.015,-999.000,54.324,48.222,0.170,-999.000,0.142,121.000,0.000,0.024,0.696,-999.000,0.696,1.887,0.013,-999.000,0.013,0.437,0.467,-999.000,0.001,-999.000,0.100,-999.000,0.000,0.110,0.000,0.005
20130627,-99.21090,35.63168,6076.888,0.015,46.049,0.015,-999.000,54.710,35.680,0.168,368.000,0.135,121.000,0.000,0.021,0.696,357.000,0.696,1.484,0.012,15.300,0.012,0.362,0.464,426.000,0.000,5.100,0.100,31.000,0.000,0.028,0.000,0.005
20130627,-99.28364,35.59618,6138.768,0.015,51.271,0.015,-999.000,55.138,32.337,0.166,-999.000,0.135,121.000,0.000,0.025,0.695,-999.000,0.695,1.919,0.012,-999.000,0.012,0.447,0.461,-999.000,0.000,-999.000,0.100,-999.000,0.000,0.055,0.000,-999.000
20130627,-99.31836,35.53176,6136.474,0.015,41.569,0.015,-999.000,55.138,29.671,0.166,364.000,0.135,121.000,0.000,0.050,0.695,349.000,0.695,1.746,0.012,18.100,0.012,0.301,0.461,410.000,0.000,4.360,0.100,-999.000,0.000,0.132,0.000,-999.000
20130627,-99.31880,35.45970,6135.883,0.015,40.071,0.015,-999.000,54.712,28.521,0.161,-999.000,0.113,121.000,0.000,0.059,0.699,-999.000,0.699,2.129,0.012,-999.000,0.012,0.340,0.460,-999.000,0.000,-999.000,0.100,-999.000,0.000,0.054,0.000,0.004
20130627,-99.31623,35.38805,6135.274,0.015,37.888,0.014,-999.000,53.807,29.279,0.161,331.000,0.111,121.000,0.000,-999.000,0.713,343.000,0.713,-999.000,0.012,12.300,0.012,-999.000,0.462,397.000,0.000,4.080,0.100,-999.000,0.000,-999.000,0.000,-999.000
20130627,-99.31351,35.31626,6137.014,0.015,44.133,0.014,-999.000,53.807,32.004,0.161,-999.000,0.111,121.000,0.000,-999.000,0.713,-999.000,0.713,-999.000,0.012,-999.000,0.012,-999.000,0.462,-999.000,0.000,-999.000,0.100,-999.000,0.000,-999.000,0.000,-999.000
20130627,-99.31079,35.24363,6138.953,0.015,-999.000,0.014,-999.000,52.738,30.004,0.164,332.000,0.113,121.000,0.000,-999.000,0.729,353.000,0.729,-999.000,0.012,19.200,0.012,-999.000,0.466,401.000,0.000,4.400,0.100,26.000,0.000,-999.000,0.000,-999.000
20130627,-99.30807,35.16991,6141.444,0.015,37.373,0.014,-999.000,51.788,30.610,0.167,-999.000,0.118,121.000,0.000,0.032,0.737,-999.000,0.737,1.798,0.012,-999.000,0.012,0.406,0.470,-999.000,0.001,-999.000,0.100,-999.000,0.000,0.084,0.000,0.006
20130627,-99.30529,35.09546,6141.917,0.015,32.618,0.014,-999.000,51.788,26.848,0.167,312.000,0.118,121.000,0.000,0.053,0.737,369.000,0.737,1.917,0.012,17.700,0.012,0.379,0.470,384.000,0.001,3.270,0.100,-999.000,0.000,0.119,0.000,0.012
20130627,-99.30254,35.02054,6141.807,0.015,31.318,0.014,-999.000,50.731,27.994,0.170,-999.000,0.122,121.000,0.000,0.018,0.740,-999.000,0.740,1.843,0.013,-999.000,0.013,0.350,0.472,-999.000,0.001,-999.000,0.100,-999.000,0.000,0.081,0.000,-999.000
20130627,-99.29981,34.94556,6141.944,0.015,35.992,0.014,-999.000,49.306,29.838,0.176,332.000,0.132,121.000,0.000,0.020,0.744,336.000,0.744,2.111,0.014,16.100,0.014,0.350,0.476,415.000,0.001,5.170,0.101,31.000,0.000,0.079,0.000,-999.000
20130627,-99.29703,34.87059,6141.809,0.016,33.699,0.014,-999.000,47.646,30.340,0.183,-999.000,0.156,-999.000,0.000,0.009,0.755,-999.000,0.755,1.898,0.015,-999.000,0.015,0.363,0.481,-999.000,0.001,-999.000,0.103,-999.000,0.000,0.053,0.000,0.001
20130627,-99.29429,34.79596,6141.833,0.016,29.557,0.014,-999.000,47.646,28.819,0.183,336.000,0.156,-999.000,0.000,0.025,0.755,354.000,0.755,1.716,0.015,14.900,0.015,0.315,0.481,403.000,0.001,4.480,0.103,-999.000,0.000,0.075,0.000,0.008
20130627,-99.29159,34.72194,6141.548,0.016,30.096,0.014,-999.000,46.785,30.741,0.194,-999.000,0.187,-999.000,0.000,0.033,0.792,-999.000,0.792,1.739,0.019,-999.000,0.019,0.338,0.495,-999.000,0.002,-999.000,0.105,-999.000,0.000,0.029,0.000,-999.000
20130627,-99.28893,34.64836,6140.794,0.015,30.105,0.014,-999.000,46.645,34.323,0.206,321.000,0.230,-999.000,0.000,0.042,0.848,361.000,0.848,1.725,0.027,12.800,0.027,0.319,0.519,435.000,0.003,6.150,0.110,-999.000,0.000,0.054,0.000,-999.000
20130627,-99.28624,34.57498,6140.837,0.015,30.682,0.014,-999.000,46.645,36.434,0.206,-999.000,0.230,-999.000,0.000,0.033,0.848,-999.000,0.848,1.486,0.027,-999.000,0.027,0.347,0.519,-999.000,0.003,-999.000,0.110,-999.000,0.000,0.028,0.000,0.011
20130627,-99.28356,34.50151,6141.219,0.015,-999.000,0.013,-999.000,46.568,36.776,0.203,324.000,0.222,-999.000,0.000,0.025,0.833,392.000,0.833,1.900,0.025,20.300,0.025,0.463,0.515,466.000,0.002,7.300,0.108,42.000,0.000,0.055,0.000,-999.000
20130627,-99.28091,34.42809,6141.337,0.014,-999.000,0.013,-999.000,46.763,43.064,0.213,-999.000,0.262,-999.000,0.000,0.033,0.910,-999.000,0.910,2.223,0.035,-999.000,0.035,0.384,0.548,-999.000,0.003,-999.000,0.116,-999.000,0.000,0.055,0.000,0.002
20130627,-99.27821,34.35465,6141.229,0.014,-999.000,0.013,-999.000,46.763,50.090,0.213,330.000,0.262,-999.000,0.000,0.024,0.910,544.000,0.910,1.983,0.035,28.300,0.035,0.466,0.548,579.000,0.003,13.120,0.116,38.000,0.000,0.029,0.000,0.006
20130627,-99.27555,34.28132,6140.877,0.013,34.611,0.013,3.776,47.048,54.139,0.214,-999.000,0.265,-999.000,0.000,0.041,0.926,-999.000,0.926,2.542,0.038,-999.000,0.038,0.396,0.557,-999.000,0.003,-999.000,0.119,-999.000,0.000,-999.000,0.001,-999.000
20130627,-99.26262,34.20989,6140.938,0.013,39.400,0.012,5.566,47.287,57.315,0.212,327.000,0.256,-999.000,0.000,0.036,0.912,614.000,0.912,1.999,0.037,19.500,0.037,0.275,0.552,631.000,0.003,14.940,0.118,40.000,0.000,0.074,0.001,-999.000
20130627,-99.21412,34.15337,6142.349,0.013,38.687,0.012,6.171,47.335,63.933,0.211,-999.000,0.240,-999.000,0.000,0.024,0.901,-999.000,0.901,2.366,0.037,-999.000,0.037,0.524,0.550,-999.000,0.003,-999.000,0.118,-999.000,0.000,0.003,0.001,0.003
20130627,-99.14020,34.12395,6143.128,0.013,42.405,0.012,4.581,47.389,67.769,0.212,319.000,0.228,-999.000,0.000,0.047,0.873,735.000,0.873,2.291,0.033,23.100,0.033,0.545,0.540,755.000,0.003,21.780,0.114,50.000,0.000,-999.000,0.001,0.008
20130627,-99.05953,34.10877,6142.748,0.013,42.238,0.012,5.709,47.079,68.264,0.211,-999.000,0.221,-999.000,0.000,0.047,0.858,-999.000,0.858,2.238,0.032,-999.000,0.032,0.558,0.536,-999.000,0.003,-999.000,0.114,-999.000,0.000,0.030,0.000,0.008
20130627,-98.97898,34.09364,6142.572,0.013,41.917,0.012,2.668,47.079,70.143,0.211,311.000,0.221,-999.000,0.000,0.001,0.858,776.000,0.858,2.416,0.032,26.100,0.032,0.600,0.536,771.000,0.003,23.270,0.114,60.000,0.000,0.075,0.000,0.000
20130627,-98.89847,34.07866,6142.781,0.014,43.092,0.012,2.206,46.906,72.656,0.206,-999.000,0.216,-999.000,0.000,0.035,0.831,-999.000,0.831,2.783,0.029,-999.000,0.029,0.539,0.526,-999.000,0.002,-999.000,0.110,-999.000,0.000,0.056,0.000,0.001
20130627,-98.81777,34.06347,6143.048,0.015,-999.000,0.013,-999.000,46.961,75.142,0.198,314.000,0.205,37.000,0.000,0.040,0.786,849.000,0.786,1.977,0.025,34.900,0.025,0.414,0.511,847.000,0.002,24.590,0.106,52.000,0.000,0.004,0.000,-999.000
20130627,-98.73698,34.04832,6142.886,0.015,43.445,0.013,7.107,46.961,76.526,0.198,-999.000,0.205,37.000,0.000,0.018,0.786,-999.000,0.786,2.170,0.025,-999.000,0.025,0.595,0.511,-999.000,0.002,-999.000,0.106,-999.000,0.000,0.004,0.000,0.016
20130627,-98.65624,34.03302,6143.099,0.015,40.125,0.013,5.157,47.062,74.289,0.196,307.000,0.203,37.000,0.000,0.038,0.774,812.000,0.774,1.809,0.024,23.100,0.024,0.490,0.507,836.000,0.002,24.440,0.105,66.000,0.000,0.036,0.000,-999.000
20130627,-98.57543,34.01778,6142.964,0.018,38.547,0.014,3.167,58.372,73.680,0.138,-999.000,0.111,37.000,0.000,0.020,0.666,-999.000,0.666,2.501,0.011,-999.000,0.011,0.512,0.458,-999.000,0.000,-999.000,0.100,-999.000,0.000,0.083,0.000,-999.000
20130627,-98.49464,34.00234,6142.913,0.017,37.191,0.013,7.796,56.994,74.074,0.140,309.000,0.116,37.000,0.000,0.053,0.675,797.000,0.675,3.007,0.011,29.400,0.011,0.605,0.460,825.000,0.000,24.560,0.100,62.000,0.000,0.003,0.000,-999.000
20130627,-98.41370,33.98693,6142.997,0.017,45.941,0.013,16.920,56.500,74.604,0.141,-999.000,0.117,37.000,0.000,0.061,0.680,-999.000,0.680,2.292,0.011,-999.000,0.011,0.469,0.460,-999.000,0.000,-999.000,0.100,-999.000,0.000,-999.000,0.000,-999.000
20130627,-98.33237,33.97129,6143.046,0.017,39.777,0.013,4.046,56.500,74.550,0.141,309.000,0.117,37.000,0.000,0.028,0.680,848.000,0.680,2.351,0.011,25.900,0.011,0.410,0.460,841.000,0.000,24.100,0.100,66.000,0.000,0.056,0.000,-999.000
20130627,-98.25081,33.95557,6142.944,0.018,37.856,0.014,5.156,57.204,74.345,0.139,-999.000,0.114,37.000,0.000,0.044,0.683,-999.000,0.683,2.571,0.011,-999.000,0.011,0.440,0.458,-999.000,0.000,-999.000,0.100,-999.000,0.000,0.083,0.000,0.004
20130627,-98.16917,33.93982,6143.075,0.018,36.782,0.014,9.550,58.762,75.048,0.137,345.000,0.111,37.000,0.000,0.012,0.690,835.000,0.690,2.682,0.011,59.700,0.011,0.478,0.457,844.000,0.000,23.860,0.100,47.000,0.000,0.056,0.000,-999.000
20130627,-98.08763,33.92399,6142.840,0.018,35.754,0.014,4.999,58.762,74.806,0.137,-999.000,0.111,37.000,0.000,0.002,0.690,-999.000,0.690,2.287,0.011,-999.000,0.011,0.424,0.457,-999.000,0.000,-999.000,0.100,-999.000,0.000,0.083,0.000,-999.000
20130627,-98.00610,33.90815,6142.810,0.018,36.573,0.015,4.267,59.923,74.107,0.135,313.000,0.104,37.000,0.000,0.059,0.674,872.000,0.674,2.448,0.010,49.600,0.010,0.462,0.453,812.000,0.000,22.720,0.100,51.000,0.000,-999.000,0.000,-999.000
20130627,-97.92460,33.89226,6142.961,0.018,37.055,0.015,3.188,59.923,75.671,0.135,-999.000,0.104,37.000,0.000,0.058,0.674,-999.000,0.674,2.112,0.010,-999.000,0.010,0.516,0.453,-999.000,0.000,-999.000,0.100,-999.000,0.000,0.003,0.000,0.000
20130627,-97.84300,33.87626,6143.111,0.018,34.579,0.015,4.281,58.957,75.158,0.136,302.000,0.107,37.000,0.000,0.024,0.675,855.000,0.675,2.159,0.011,49.300,0.011,0.376,0.453,843.000,0.000,24.350,0.100,60.000,0.000,0.030,0.000,0.003
20130627,-97.76128,33.86020,6142.554,0.017,37.864,0.014,2.621,57.882,75.149,0.139,-999.000,0.118,37.000,0.000,0.015,0.680,-999.000,0.680,2.776,0.012,-999.000,0.012,0.551,0.456,-999.000,0.000,-999.000,0.100,-999.000,0.000,0.056,0.000,-999.000
20130627,-97.67921,33.84401,6054.204,0.016,36.480,0.015,7.908,49.231,75.942,0.177,343.000,0.140,37.000,0.000,0.046,0.683,875.000,0.683,2.233,0.013,41.700,0.013,0.458,0.468,849.000,0.001,24.810,0.100,56.000,0.000,0.037,0.000,-999.000
20130627,-97.59782,33.82786,5897.606,0.015,34.839,0.015,8.078,47.551,73.776,0.198,-999.000,0.189,-999.000,0.000,-999.000,0.735,-999.000,0.735,2.522,0.019,-999.000,0.019,0.543,0.492,-999.000,0.002,-999.000,0.101,-999.000,0.000,0.056,0.000,-999.000
20130627,-97.51718,33.81182,5740.335,0.015,35.678,0.014,9.730,47.520,72.580,0.217,353.000,0.233,-999.000,0.000,0.044,0.781,746.000,0.781,2.237,0.025,33.000,0.025,0.383,0.512,748.000,0.003,17.780,0.104,52.000,0.000,0.003,0.000,-999.000
20130627,-97.43754,33.79609,5576.086,0.015,32.895,0.014,-999.000,47.520,54.424,0.217,-999.000,0.233,-999.000,0.000,0.049,0.781,-999.000,0.781,1.657,0.025,-999.000,0.025,0.381,0.512,-999.000,0.003,-999.000,0.104,-999.000,0.000,0.080,0.000,-999.000
20130627,-97.35861,33.78026,5416.530,0.015,30.733,0.015,-999.000,48.070,39.672,0.202,387.000,0.191,-999.000,0.000,0.018,0.708,415.000,0.708,2.004,0.017,17.000,0.017,0.244,0.484,471.000,0.002,6.100,0.100,17.000,0.000,0.015,0.000,-999.000
20130627,-97.27939,33.76427,5260.974,0.015,30.998,0.015,-999.000,48.070,39.741,0.202,-999.000,0.191,-999.000,0.000,-999.000,0.708,-999.000,0.708,1.703,0.017,-999.000,0.017,0.307,0.484,-999.000,0.002,-999.000,0.100,-999.000,0.000,0.104,0.000,-999.000
20130627,-97.20019,33.74831,5101.517,0.013,-999.000,0.016,-999.000,45.421,-999.000,0.282,435.000,0.318,-999.000,0.000,0.027,0.915,469.000,0.915,1.832,0.038,17.900,0.038,0.282,0.564,483.000,0.005,7.190,0.108,29.000,0.000,0.104,0.000,0.001
20130627,-97.12158,33.73236,4943.086,0.013,-999.000,0.016,-999.000,45.191,-999.000,0.295,-999.000,0.344,-999.000,0.000,0.033,0.957,-999.000,0.957,1.935,0.043,-999.000,0.043,0.375,0.582,-999.000,0.005,-999.000,0.110,-999.000,0.000,0.028,0.001,-999.000
20130627,-97.04371,33.71679,4786.124,0.013,-999.000,0.016,-999.000,45.191,-999.000,0.295,502.000,0.344,-999.000,0.000,-999.000,0.957,641.000,0.957,2.049,0.043,46.400,0.043,0.368,0.582,686.000,0.005,12.450,0.110,47.000,0.000,0.035,0.001,-999.000
20130627,-96.96646,33.70100,4626.493,0.012,-999.000,0.015,-999.000,45.219,48.928,0.312,-999.000,0.405,-999.000,0.000,0.065,1.057,-999.000,1.057,2.128,0.052,-999.000,0.052,0.185,0.618,-999.000,0.006,-999.000,0.113,-999.000,0.000,0.099,0.001,0.003
20130627,-96.89056,33.68581,4466.337,0.012,-999.000,0.015,-999.000,45.219,48.647,0.312,715.000,0.405,-999.000,0.000,0.007,1.057,1128.000,1.057,2.665,0.052,64.000,0.052,0.231,0.618,857.000,0.006,12.100,0.113,71.000,0.000,0.024,0.001,0.008
20130627,-96.81606,33.67059,4304.762,0.014,-999.000,0.020,-999.000,46.439,49.449,0.395,-999.000,0.591,-999.000,0.000,-999.000,1.288,-999.000,1.288,3.426,0.064,-999.000,0.064,0.302,0.687,-999.000,0.007,-999.000,0.119,-999.000,0.000,0.046,0.001,0.016
20130627,-96.74242,33.65553,4145.685,0.014,-999.000,0.020,-999.000,46.439,50.437,0.395,900.000,0.591,-999.000,0.000,0.028,1.288,1892.000,1.288,3.526,0.064,108.900,0.064,0.414,0.687,1190.000,0.007,19.040,0.119,226.000,0.000,0.063,0.001,0.002
20130627,-96.66933,33.64046,3986.389,0.016,-999.000,0.024,-999.000,46.261,51.302,0.393,-999.000,0.572,-999.000,0.000,0.031,1.196,-999.000,1.196,3.481,0.053,-999.000,0.053,0.427,0.650,-999.000,0.007,-999.000,0.115,-999.000,0.000,0.132,0.000,0.015
20130627,-96.59633,33.62534,3827.781,0.018,-999.000,0.025,-999.000,46.361,52.105,0.396,1235.000,0.583,-999.000,0.000,0.016,1.199,1977.000,1.199,3.266,0.050,235.200,0.050,0.503,0.647,1454.000,0.006,24.450,0.116,635.000,0.000,0.059,0.000,0.021
20130627,-96.52320,33.61015,3672.790,0.018,-999.000,0.025,-999.000,46.361,51.985,0.396,-999.000,0.583,-999.000,0.000,0.034,1.199,-999.000,1.199,3.273,0.050,-999.000,0.050,0.497,0.647,-999.000,0.006,-999.000,0.116,-999.000,0.000,0.037,0.000,0.004
20130627,-96.45047,33.59492,3466.886,0.016,25.432,0.027,5.728,49.303,51.754,0.417,1247.000,0.694,96.000,0.000,0.010,1.194,1612.000,1.194,3.524,0.041,198.800,0.041,0.517,0.665,1304.000,0.004,20.720,0.126,702.000,0.000,-999.000,0.000,0.008
20130627,-96.37936,33.57989,3154.627,0.009,27.052,0.019,13.885,49.407,53.445,0.604,-999.000,0.900,96.000,0.000,0.012,2.232,-999.000,2.232,3.972,0.157,-999.000,0.157,0.548,1.053,-999.000,0.007,-999.000,0.178,-999.000,0.000,0.008,0.002,0.022
20130627,-96.31017,33.56534,2841.040,0.006,28.855,0.015,25.224,45.084,54.626,0.998,1419.000,0.872,96.000,0.000,0.023,3.646,2122.000,3.646,3.468,0.481,264.000,0.481,0.418,1.536,1770.000,0.009,32.760,0.228,577.000,0.000,0.012,0.052,0.006
20130627,-96.24178,33.55095,2536.208,0.007,26.118,0.017,16.583,41.797,49.910,1.282,-999.000,0.693,96.000,0.002,0.005,4.625,-999.000,4.625,3.965,0.753,-999.000,0.753,0.269,1.800,-999.000,0.010,-999.000,0.236,-999.000,0.000,-999.000,0.155,0.002
20130627,-96.17292,33.53646,2227.723,0.007,25.819,0.020,11.098,40.106,52.467,1.421,1301.000,0.606,96.000,0.004,0.011,4.852,1333.000,4.852,2.605,0.849,114.900,0.849,0.203,1.881,914.000,0.010,10.430,0.241,123.000,0.000,-999.000,0.229,-999.000
20130627,-96.10411,33.52197,1915.188,0.009,25.750,0.026,9.174,40.138,46.591,1.499,-999.000,0.511,96.000,0.007,0.023,4.854,-999.000,4.854,2.305,0.876,-999.000,0.876,0.172,1.888,-999.000,0.011,-999.000,0.253,-999.000,0.000,0.032,0.271,0.005
20130627,-96.03526,33.50740,1607.800,0.016,42.155,0.045,80.132,40.833,44.598,1.665,2001.000,0.714,96.000,0.015,0.026,4.645,2249.000,4.645,4.962,0.847,350.600,0.847,0.602,1.845,1397.000,0.015,17.630,0.258,831.000,0.001,-999.000,0.258,0.083
20130627,-95.96713,33.49110,1314.656,0.073,44.869,0.230,103.361,47.748,42.562,2.900,-999.000,0.976,96.000,0.191,0.050,4.980,-999.000,4.980,7.179,1.030,-999.000,1.030,0.905,1.830,-999.000,0.041,-999.000,0.378,-999.000,0.010,0.036,0.699,0.172
20130627,-95.90044,33.47335,1093.041,0.093,57.563,0.325,170.685,50.310,43.185,3.428,2522.000,1.127,96.000,0.303,0.096,5.331,3702.000,5.331,6.763,1.147,575.600,1.147,0.981,1.879,1861.000,0.050,32.700,0.423,1501.000,0.016,0.050,0.919,0.197
20130627,-95.83326,33.45562,949.065,0.096,75.622,0.353,261.770,50.770,41.617,3.656,-999.000,1.161,96.000,0.324,0.143,5.740,-999.000,5.740,9.075,1.212,-999.000,1.212,0.926,1.894,-999.000,0.051,-999.000,0.440,-999.000,0.018,0.028,1.027,0.285
20130627,-95.76608,33.43795,915.812,0.096,-999.000,0.353,-999.000,50.770,40.292,3.656,2677.000,1.161,96.000,0.324,0.063,5.740,4814.000,5.740,9.602,1.212,619.400,1.212,0.795,1.894,1858.000,0.051,26.650,0.440,1141.000,0.018,-999.000,1.027,0.176
20130627,-95.70139,33.42091,912.329,0.090,76.142,0.332,257.315,49.784,37.790,3.688,-999.000,1.110,96.000,0.369,-999.000,5.834,-999.000,5.834,-999.000,1.228,-999.000,1.228,-999.000,1.878,-999.000,0.048,-999.000,0.437,-999.000,0.020,-999.000,1.106,-999.000
20130627,-95.63752,33.40392,914.134,0.090,49.544,0.332,152.561,49.784,35.794,3.688,2746.000,1.110,96.000,0.369,0.068,5.834,3179.000,5.834,4.071,1.228,377.300,1.228,0.473,1.878,1266.000,0.048,17.570,0.437,558.000,0.020,-999.000,1.106,0.251
20130627,-95.57273,33.38658,914.633,0.080,42.718,0.293,122.708,48.269,35.684,3.726,-999.000,0.996,96.000,0.678,0.107,6.066,-999.000,6.066,5.473,1.236,-999.000,1.236,0.431,1.842,-999.000,0.043,-999.000,0.426,-999.000,0.027,0.078,1.403,0.363
20130627,-95.50832,33.36923,913.638,0.077,59.205,0.289,211.011,48.809,38.065,3.855,3105.000,1.042,96.000,0.873,1.141,5.958,4008.000,5.958,8.400,1.252,477.900,1.252,0.775,1.829,1497.000,0.046,21.230,0.450,806.000,0.028,0.182,1.613,0.868
20130627,-95.44534,33.35225,912.546,0.057,74.148,0.207,287.578,45.041,39.273,3.578,-999.000,0.878,-999.000,0.781,1.329,5.850,-999.000,5.850,8.695,1.233,-999.000,1.233,0.705,1.762,-999.000,0.036,-999.000,0.425,-999.000,0.021,0.154,1.677,1.359
20130627,-95.38243,33.33534,912.795,0.057,72.685,0.207,277.712,45.041,38.486,3.578,3121.000,0.878,-999.000,0.781,0.864,5.850,3473.000,5.850,7.078,1.233,445.000,1.233,0.707,1.762,1359.000,0.036,19.580,0.425,643.000,0.021,0.027,1.677,1.327
20130627,-95.31851,33.31814,914.084,0.043,59.788,0.151,226.153,41.548,37.536,3.263,-999.000,0.744,-999.000,0.788,0.741,5.698,-999.000,5.698,5.609,1.209,-999.000,1.209,0.558,1.707,-999.000,0.027,-999.000,0.403,-999.000,0.017,0.087,1.722,1.277
20130627,-95.25403,33.30061,918.014,0.028,30.296,0.093,65.778,38.275,36.145,2.781,-999.000,0.671,-999.000,0.433,0.210,5.169,-999.000,5.169,3.606,1.220,-999.000,1.220,0.439,1.730,-999.000,0.021,-999.000,0.354,-999.000,0.009,0.011,1.445,0.540
20130627,-95.18903,33.28274,918.495,0.032,36.200,0.106,97.233,38.352,37.260,2.979,-999.000,0.647,-999.000,0.953,0.540,5.557,-999.000,5.557,5.636,1.250,-999.000,1.250,0.529,1.714,-999.000,0.021,-999.000,0.377,-999.000,0.017,-999.000,1.796,0.847
20130627,-95.12419,33.26512,917.328,0.042,-999.000,0.151,-999.000,43.319,38.772,3.452,3195.000,0.756,-999.000,1.807,1.266,6.549,3604.000,6.549,6.868,1.344,451.100,1.344,0.788,1.907,1304.000,0.027,29.210,0.395,538.000,0.033,0.084,2.130,1.201
20130627,-95.06009,33.24773,916.069,0.069,-999.000,0.254,-999.000,44.787,37.728,3.839,-999.000,0.745,-999.000,1.810,0.279,6.692,-999.000,6.692,6.207,1.281,-999.000,1.281,0.663,1.852,-999.000,0.026,-999.000,0.397,-999.000,0.034,0.030,2.532,0.617
20130627,-94.99619,33.23021,917.095,0.069,-999.000,0.254,-999.000,44.787,37.015,3.839,3259.000,0.745,-999.000,1.810,0.431,6.692,3193.000,6.692,5.679,1.281,371.100,1.281,0.622,1.852,1142.000,0.026,25.730,0.397,538.000,0.034,0.147,2.532,0.625
20130627,-94.93250,33.21279,916.105,0.077,90.929,0.288,351.180,45.632,38.855,3.951,-999.000,0.766,-999.000,2.187,0.771,6.524,-999.000,6.524,7.442,1.250,-999.000,1.250,0.984,1.869,-999.000,0.024,-999.000,0.379,-999.000,0.039,0.078,2.645,1.802
20130627,-94.86891,33.19534,917.027,0.077,104.213,0.288,449.595,45.632,39.924,3.951,3376.000,0.766,-999.000,2.187,0.154,6.524,3235.000,6.524,6.803,1.250,428.900,1.250,0.758,1.869,1251.000,0.024,30.520,0.379,731.000,0.039,0.033,2.645,0.629
20130627,-94.80441,33.17754,918.042,0.076,81.207,0.297,271.475,46.581,36.965,4.150,-999.000,0.767,-999.000,3.021,0.194,6.759,-999.000,6.759,4.624,1.270,-999.000,1.270,0.386,1.899,-999.000,0.026,-999.000,0.370,-999.000,0.054,0.002,2.953,0.250
20130627,-94.74425,33.15307,918.091,0.076,58.982,0.297,232.051,46.581,40.159,4.150,4221.000,0.767,-999.000,3.021,-999.000,6.759,3994.000,6.759,-999.000,1.270,566.700,1.270,-999.000,1.899,1450.000,0.026,47.590,0.370,996.000,0.054,-999.000,2.953,-999.000
20130627,-94.69931,33.11132,918.014,0.287,1051.192,1.215,4298.294,59.923,51.021,6.672,-999.000,1.018,-999.000,2.110,-999.000,7.494,-999.000,7.494,-999.000,1.489,-999.000,1.489,-999.000,2.316,-999.000,0.081,-999.000,0.413,-999.000,0.077,-999.000,3.874,-999.000
20130627,-94.65691,33.06763,917.890,0.169,255.658,0.773,1021.842,59.545,44.340,6.920,4709.000,0.960,-999.000,3.363,3.087,8.120,3850.000,8.120,-999.000,1.700,564.000,1.700,-999.000,2.312,1590.000,0.072,38.650,0.441,849.000,0.126,-999.000,4.606,2.655
20130627,-94.61489,33.02419,919.072,0.047,51.224,0.188,197.573,43.171,41.271,4.278,-999.000,0.675,-999.000,5.639,3.627,7.374,-999.000,7.374,-999.000,1.567,-999.000,1.567,-999.000,1.833,-999.000,0.029,-999.000,0.486,-999.000,0.193,-999.000,3.958,3.244
