# Day,Lon,Lat,Altitude[m],NO,acd_NO,NO2,acd_NO2,O3,acd_O3,FORM,toga_CH2O,HNO3,zhou_HNO3,ISOP,ptrms_isoprene,MEOH,toga_Methanol,MEOH,ptrms_methanol,ALD2,toga_Acetaldehyde,ALD2,ptrms_acetaldehyde,ACET,toga_Acetone,BENZ,toga_Benzene,PRPA,toga_Propane,TERP,ptrms_sum_of_monoterpenes,ISPD+HPLD,ptrms_MVK_MACR
20130614,-89.00204,31.51644,670.197,0.035,-999.000,0.170,-999.000,59.695,-999.000,4.324,-999.000,0.817,333.000,5.247,1.254,6.148,-999.000,6.148,-999.000,1.537,-999.000,1.537,-999.000,2.183,-999.000,0.027,-999.000,0.202,-999.000,0.169,-999.000,3.424,1.661
20130614,-89.05618,31.54294,669.934,0.049,-999.000,0.241,-999.000,63.066,51.098,4.944,-999.000,0.901,333.000,3.852,1.493,6.097,-999.000,6.097,-999.000,1.546,-999.000,1.546,-999.000,2.298,-999.000,0.031,-999.000,0.257,-999.000,0.128,-999.000,3.591,1.699
20130614,-89.09872,31.57361,666.607,0.049,87.849,0.241,201.892,63.066,51.501,4.944,3443.000,0.901,333.000,3.852,1.339,6.097,5242.000,6.097,-999.000,1.546,462.900,1.546,-999.000,2.298,2497.000,0.031,33.860,0.257,750.000,0.128,-999.000,3.591,1.671
20130614,-89.06181,31.58598,671.530,0.067,78.842,0.323,214.720,64.874,51.629,5.277,-999.000,0.908,-999.000,3.377,1.430,6.066,-999.000,6.066,-999.000,1.523,-999.000,1.523,-999.000,2.297,-999.000,0.031,-999.000,0.293,-999.000,0.119,-999.000,3.834,1.745
20130614,-89.00337,31.56315,669.967,0.035,65.903,0.170,172.656,59.695,52.622,4.324,3283.000,0.817,-999.000,5.247,1.252,6.148,4763.000,6.148,-999.000,1.537,476.300,1.537,-999.000,2.183,2574.000,0.027,38.140,0.202,703.000,0.169,-999.000,3.424,1.702
20130614,-88.94531,31.53938,671.300,0.035,62.841,0.170,171.152,59.695,53.439,4.324,-999.000,0.817,-999.000,5.247,1.135,6.148,-999.000,6.148,-999.000,1.537,-999.000,1.537,-999.000,2.183,-999.000,0.027,-999.000,0.202,-999.000,0.169,-999.000,3.424,1.540
20130614,-88.88708,31.51478,672.075,0.034,60.689,0.162,193.256,59.579,55.174,4.244,3361.000,0.811,-999.000,5.212,1.266,6.098,5596.000,6.098,-999.000,1.522,471.300,1.522,-999.000,2.178,2674.000,0.027,38.530,0.228,631.000,0.173,-999.000,3.335,1.560
20130614,-88.82909,31.48923,672.314,0.034,52.956,0.162,144.294,59.579,52.156,4.244,-999.000,0.811,-999.000,5.212,1.017,6.098,-999.000,6.098,-999.000,1.522,-999.000,1.522,-999.000,2.178,-999.000,0.027,-999.000,0.228,-999.000,0.173,-999.000,3.335,1.370
20130614,-88.77084,31.46269,672.545,0.039,50.173,0.185,134.687,60.778,50.742,4.298,3222.000,0.814,-999.000,4.251,1.048,6.049,5760.000,6.049,-999.000,1.509,478.200,1.509,-999.000,2.181,2639.000,0.030,32.320,0.285,676.000,0.161,-999.000,3.240,1.407
20130614,-88.71257,31.43790,672.119,0.035,52.337,0.169,149.809,59.629,51.003,4.302,-999.000,0.796,-999.000,4.229,1.153,6.174,-999.000,6.174,-999.000,1.617,-999.000,1.617,-999.000,2.227,-999.000,0.030,-999.000,0.267,-999.000,0.179,-999.000,3.242,1.428
20130614,-88.68365,31.45796,537.284,0.040,51.869,0.200,157.219,60.813,50.568,4.358,3311.000,0.803,-999.000,4.597,1.221,6.163,5351.000,6.163,-999.000,1.537,493.000,1.537,-999.000,2.197,2703.000,0.030,32.670,0.289,841.000,0.175,-999.000,3.301,1.453
20130614,-88.72864,31.49249,342.722,0.043,51.313,0.228,182.820,60.825,51.762,4.448,-999.000,0.778,-999.000,5.317,1.056,6.375,-999.000,6.375,-999.000,1.585,-999.000,1.585,-999.000,2.222,-999.000,0.030,-999.000,0.295,-999.000,0.206,-999.000,3.391,1.454
20130614,-88.77822,31.51876,398.982,0.043,49.934,0.228,171.129,60.825,50.939,4.448,3204.000,0.778,-999.000,5.317,1.023,6.375,5284.000,6.375,-999.000,1.585,480.600,1.585,-999.000,2.222,2680.000,0.030,32.940,0.295,632.000,0.206,-999.000,3.391,1.503
20130614,-88.83671,31.53787,400.639,0.036,51.877,0.194,189.942,59.595,54.250,4.389,-999.000,0.774,-999.000,6.574,1.021,6.445,-999.000,6.445,-999.000,1.601,-999.000,1.601,-999.000,2.221,-999.000,0.028,-999.000,0.233,-999.000,0.221,-999.000,3.487,1.371
20130614,-88.89502,31.55493,401.116,0.036,52.978,0.194,225.734,59.595,54.578,4.389,3451.000,0.774,-999.000,6.574,1.402,6.445,5237.000,6.445,-999.000,1.601,497.700,1.601,-999.000,2.221,2671.000,0.028,36.830,0.233,606.000,0.221,-999.000,3.487,1.635
20130614,-88.95298,31.57305,401.394,0.038,54.285,0.205,208.089,59.723,52.494,4.476,-999.000,0.782,-999.000,6.636,1.209,6.502,-999.000,6.502,-999.000,1.618,-999.000,1.618,-999.000,2.229,-999.000,0.027,-999.000,0.205,-999.000,0.216,-999.000,3.583,1.626
20130614,-89.01052,31.59323,403.644,0.041,56.218,0.218,229.240,60.579,52.113,4.472,3346.000,0.783,-999.000,5.473,1.539,6.353,5130.000,6.353,-999.000,1.539,427.100,1.539,-999.000,2.184,2567.000,0.026,35.200,0.209,779.000,0.189,-999.000,3.515,1.684
20130614,-89.06518,31.60640,404.075,0.075,56.501,0.405,240.615,65.112,52.022,5.489,-999.000,0.877,-999.000,4.268,1.157,6.376,-999.000,6.376,-999.000,1.591,-999.000,1.591,-999.000,2.338,-999.000,0.032,-999.000,0.307,-999.000,0.151,-999.000,4.036,1.614
20130614,-89.05984,31.56917,404.812,0.054,-999.000,0.294,-999.000,63.183,51.531,5.132,3303.000,0.866,367.000,4.952,1.507,6.442,5324.000,6.442,-999.000,1.623,438.200,1.623,-999.000,2.343,2527.000,0.031,32.750,0.262,807.000,0.164,-999.000,3.788,1.758
20130614,-89.00167,31.54602,403.778,0.038,51.108,0.205,204.883,59.723,52.635,4.476,-999.000,0.782,367.000,6.636,1.070,6.502,-999.000,6.502,-999.000,1.618,-999.000,1.618,-999.000,2.229,-999.000,0.027,-999.000,0.205,-999.000,0.216,-999.000,3.583,1.640
20130614,-88.94296,31.52506,403.038,0.038,49.872,0.205,202.564,59.723,53.143,4.476,3306.000,0.782,367.000,6.636,1.060,6.502,5272.000,6.502,-999.000,1.618,426.000,1.618,-999.000,2.229,2551.000,0.027,33.450,0.205,635.000,0.216,-999.000,3.583,1.562
20130614,-88.88683,31.49747,407.409,0.036,51.088,0.194,223.820,59.595,54.942,4.389,-999.000,0.774,367.000,6.574,1.308,6.445,-999.000,6.445,-999.000,1.601,-999.000,1.601,-999.000,2.221,-999.000,0.028,-999.000,0.233,-999.000,0.221,-999.000,3.487,1.544
20130614,-88.83102,31.46596,403.894,0.036,46.520,0.194,188.505,59.595,52.771,4.389,3244.000,0.774,367.000,6.574,1.095,6.445,5248.000,6.445,-999.000,1.601,457.100,1.601,-999.000,2.221,2622.000,0.028,33.530,0.233,643.000,0.221,-999.000,3.487,1.332
20130614,-88.77953,31.43426,405.962,0.039,44.875,0.207,177.819,59.663,50.318,4.452,-999.000,0.760,367.000,5.265,1.310,6.523,-999.000,6.523,-999.000,1.698,-999.000,1.698,-999.000,2.270,-999.000,0.031,-999.000,0.270,-999.000,0.227,-999.000,3.390,1.463
20130614,-88.72583,31.41181,450.590,0.038,49.896,0.195,193.682,59.670,50.858,4.411,3206.000,0.773,367.000,4.905,1.342,6.409,5435.000,6.409,-999.000,1.673,482.500,1.673,-999.000,2.258,2621.000,0.031,36.130,0.270,651.000,0.210,-999.000,3.350,1.492
20130614,-88.71746,31.43860,640.066,0.035,47.280,0.169,169.982,59.629,51.843,4.302,-999.000,0.796,367.000,4.229,1.047,6.174,-999.000,6.174,-999.000,1.617,-999.000,1.617,-999.000,2.227,-999.000,0.030,-999.000,0.267,-999.000,0.179,-999.000,3.242,1.437
20130614,-88.76668,31.46768,770.104,0.037,50.530,0.171,186.510,60.711,50.687,4.220,3211.000,0.825,367.000,3.892,1.334,5.918,5511.000,5.918,-999.000,1.476,448.900,1.476,-999.000,2.161,2620.000,0.029,30.660,0.280,661.000,0.146,-999.000,3.161,1.550
20130614,-88.82301,31.49572,769.734,0.032,46.369,0.151,160.923,59.526,52.879,4.168,-999.000,0.822,367.000,4.750,0.922,5.958,-999.000,5.958,-999.000,1.487,-999.000,1.487,-999.000,2.156,-999.000,0.027,-999.000,0.226,-999.000,0.157,-999.000,3.254,1.358
20130614,-88.87959,31.51847,771.350,0.029,-999.000,0.142,-999.000,60.506,54.715,4.194,3470.000,0.773,367.000,4.957,1.295,6.159,5357.000,6.159,-999.000,1.572,488.100,1.572,-999.000,2.175,2666.000,0.023,36.470,0.215,556.000,0.157,-999.000,3.505,1.574
20130614,-88.93643,31.54128,772.158,0.032,-999.000,0.153,-999.000,60.806,52.146,4.318,-999.000,0.779,367.000,5.020,1.330,6.238,-999.000,6.238,-999.000,1.598,-999.000,1.598,-999.000,2.193,-999.000,0.023,-999.000,0.200,-999.000,0.155,-999.000,3.628,1.678
20130614,-88.99448,31.56141,771.300,0.032,52.889,0.153,173.580,60.806,52.613,4.318,3354.000,0.779,367.000,5.020,1.147,6.238,5199.000,6.238,-999.000,1.598,417.300,1.598,-999.000,2.193,2570.000,0.023,33.920,0.200,609.000,0.155,-999.000,3.628,1.721
20130614,-89.03716,31.59368,948.524,0.049,47.801,0.224,166.857,64.865,53.420,4.767,-999.000,0.870,367.000,2.566,1.041,5.634,-999.000,5.634,-999.000,1.437,-999.000,1.437,-999.000,2.178,-999.000,0.026,-999.000,0.260,-999.000,0.085,-999.000,3.590,1.661
20130614,-89.02485,31.63902,1267.357,0.021,40.720,0.075,71.397,59.310,57.501,1.758,-999.000,0.639,367.000,0.334,0.320,2.589,-999.000,2.589,-999.000,0.505,-999.000,0.505,-999.000,1.181,-999.000,0.011,-999.000,0.142,-999.000,0.012,-999.000,0.919,0.684
20130614,-88.99161,31.68246,1579.192,0.025,56.328,0.059,27.045,57.021,73.176,0.365,-999.000,0.247,-999.000,0.001,0.005,0.855,-999.000,0.855,-999.000,0.021,-999.000,0.021,-999.000,0.522,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.003,0.022
20130614,-88.95757,31.72684,1900.757,0.020,96.274,0.045,71.817,57.570,90.623,0.330,1105.000,0.141,-999.000,0.000,0.025,0.667,1490.000,0.667,-999.000,0.033,117.500,0.033,-999.000,0.499,1142.000,0.005,9.550,0.100,172.000,0.000,-999.000,0.000,0.016
20130614,-88.92246,31.77183,2211.395,0.027,110.300,0.055,66.740,54.633,98.052,0.445,-999.000,0.310,-999.000,0.000,0.005,0.731,-999.000,0.731,-999.000,0.027,-999.000,0.027,-999.000,0.520,-999.000,0.001,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.008
20130614,-88.88724,31.81708,2524.617,0.026,103.019,0.049,51.240,53.823,85.864,0.445,797.000,0.337,-999.000,0.000,0.005,0.783,1435.000,0.783,-999.000,0.032,98.300,0.032,-999.000,0.552,1111.000,0.002,9.650,0.100,89.000,0.000,-999.000,0.000,0.012
20130614,-88.85244,31.86213,2837.050,0.026,76.917,0.045,20.245,50.860,64.912,0.415,-999.000,0.333,-999.000,0.000,-999.000,0.756,-999.000,0.756,-999.000,0.030,-999.000,0.030,-999.000,0.541,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.009
20130614,-88.81787,31.90698,3054.657,0.025,-999.000,0.045,-999.000,51.287,59.888,0.416,-999.000,0.331,-999.000,0.000,0.018,0.760,-999.000,0.760,-999.000,0.030,-999.000,0.030,-999.000,0.542,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.014
20130614,-88.78108,31.95387,3068.276,0.025,56.787,0.045,7.583,51.287,59.993,0.416,-999.000,0.331,-999.000,0.000,0.005,0.760,-999.000,0.760,-999.000,0.030,-999.000,0.030,-999.000,0.542,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.001
20130614,-88.74380,32.00207,3069.609,0.025,53.244,0.045,12.457,51.866,61.265,0.419,-999.000,0.329,-999.000,0.000,0.033,0.771,-999.000,0.771,-999.000,0.031,-999.000,0.031,-999.000,0.545,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.011
20130614,-88.70667,32.04990,3070.712,0.025,51.369,0.045,10.275,52.217,61.154,0.415,-999.000,0.311,-999.000,0.000,0.006,0.761,-999.000,0.761,-999.000,0.030,-999.000,0.030,-999.000,0.537,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.006
20130614,-88.66957,32.09736,3070.510,0.025,49.715,0.044,10.762,52.400,61.076,0.416,-999.000,0.323,-999.000,0.000,0.019,0.779,-999.000,0.779,-999.000,0.031,-999.000,0.031,-999.000,0.545,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.014
20130614,-88.63255,32.14471,3070.487,0.025,48.716,0.044,10.568,52.400,60.932,0.416,-999.000,0.323,-999.000,0.000,0.024,0.779,-999.000,0.779,-999.000,0.031,-999.000,0.031,-999.000,0.545,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.011
20130614,-88.59545,32.19233,3070.611,0.025,49.566,0.044,12.254,52.400,61.275,0.416,-999.000,0.323,-999.000,0.000,-999.000,0.779,-999.000,0.779,-999.000,0.031,-999.000,0.031,-999.000,0.545,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.001
20130614,-88.55815,32.24008,3070.657,0.025,48.577,0.044,9.874,52.055,61.325,0.412,-999.000,0.338,-999.000,0.000,0.012,0.795,-999.000,0.795,-999.000,0.032,-999.000,0.032,-999.000,0.553,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.001
20130614,-88.52068,32.28795,3070.941,0.025,47.245,0.044,7.389,52.055,60.761,0.412,1047.000,0.338,-999.000,0.000,0.012,0.795,1766.000,0.795,-999.000,0.032,94.400,0.032,-999.000,0.553,1106.000,0.002,7.890,0.100,100.000,0.000,-999.000,0.000,-999.000
20130614,-88.48280,32.33596,3071.016,0.024,46.031,0.043,-999.000,51.291,58.718,0.414,-999.000,0.369,-999.000,0.000,0.002,0.813,-999.000,0.813,-999.000,0.033,-999.000,0.033,-999.000,0.565,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,-999.000
20130614,-88.44385,32.38380,3071.010,0.024,47.005,0.043,-999.000,51.291,58.063,0.414,999.000,0.369,154.000,0.000,0.000,0.813,1441.000,0.813,-999.000,0.033,62.800,0.033,-999.000,0.565,876.000,0.002,5.640,0.100,37.000,0.000,-999.000,0.000,0.000
20130614,-88.40386,32.43162,3071.387,0.025,47.341,0.043,-999.000,50.571,57.997,0.411,-999.000,0.370,154.000,0.000,0.005,0.798,-999.000,0.798,-999.000,0.032,-999.000,0.032,-999.000,0.559,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,-999.000
20130614,-88.36356,32.47976,3071.238,0.025,47.541,0.043,-999.000,50.571,58.044,0.411,843.000,0.370,154.000,0.000,0.027,0.798,1226.000,0.798,-999.000,0.032,62.200,0.032,-999.000,0.559,763.000,0.002,5.290,0.100,39.000,0.000,-999.000,0.000,0.009
20130614,-88.32302,32.52806,3070.876,0.025,46.578,0.043,-999.000,50.176,58.276,0.413,-999.000,0.384,154.000,0.000,0.020,0.805,-999.000,0.805,-999.000,0.033,-999.000,0.033,-999.000,0.564,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.004
20130614,-88.28239,32.57634,3071.512,0.021,47.543,0.035,-999.000,49.768,58.186,0.403,962.000,0.441,154.000,0.000,0.004,0.880,1493.000,0.880,-999.000,0.037,73.400,0.037,-999.000,0.611,881.000,0.003,6.760,0.107,82.000,0.000,-999.000,0.000,0.001
20130614,-88.24155,32.62489,3071.126,0.021,45.325,0.035,-999.000,49.561,57.819,0.404,-999.000,0.432,154.000,0.000,0.015,0.861,-999.000,0.861,-999.000,0.036,-999.000,0.036,-999.000,0.600,-999.000,0.003,-999.000,0.106,-999.000,0.000,-999.000,0.000,0.007
20130614,-88.20058,32.67362,3071.262,0.021,44.935,0.035,-999.000,49.561,58.186,0.404,957.000,0.432,154.000,0.000,-999.000,0.861,1385.000,0.861,-999.000,0.036,62.800,0.036,-999.000,0.600,886.000,0.003,6.540,0.106,47.000,0.000,-999.000,0.000,0.001
20130614,-88.15955,32.72239,3070.787,0.021,44.620,0.035,-999.000,49.603,59.012,0.404,-999.000,0.426,154.000,0.000,0.016,0.850,-999.000,0.850,-999.000,0.035,-999.000,0.035,-999.000,0.593,-999.000,0.003,-999.000,0.104,-999.000,0.000,-999.000,0.000,0.003
20130614,-88.11867,32.77040,3069.394,0.021,47.501,0.035,-999.000,49.823,59.106,0.398,856.000,0.396,154.000,0.000,0.015,0.823,1293.000,0.823,-999.000,0.034,52.400,0.034,-999.000,0.577,852.000,0.003,7.310,0.103,47.000,0.000,-999.000,0.000,-999.000
20130614,-88.07838,32.81765,3068.709,0.021,68.771,0.035,-999.000,50.044,58.427,0.399,-999.000,0.393,154.000,0.000,0.019,0.822,-999.000,0.822,-999.000,0.034,-999.000,0.034,-999.000,0.575,-999.000,0.003,-999.000,0.102,-999.000,0.000,-999.000,0.000,-999.000
20130614,-88.03841,32.86485,3061.400,0.021,-999.000,0.035,-999.000,50.044,-999.000,0.399,447.000,0.393,154.000,0.000,-999.000,0.822,700.000,0.822,-999.000,0.034,74.000,0.034,-999.000,0.575,641.000,0.003,7.440,0.102,53.000,0.000,-999.000,0.000,-999.000
20130614,-87.99845,32.91202,3060.259,0.024,-999.000,0.043,-999.000,51.191,-999.000,0.409,-999.000,0.344,154.000,0.000,0.027,0.792,-999.000,0.792,-999.000,0.032,-999.000,0.032,-999.000,0.550,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.004
20130614,-87.95921,32.95872,3058.941,0.024,-999.000,0.043,-999.000,51.474,-999.000,0.401,446.000,0.322,154.000,0.000,0.002,0.775,854.000,0.775,-999.000,0.031,69.400,0.031,-999.000,0.540,723.000,0.002,9.370,0.100,36.000,0.000,-999.000,0.000,-999.000
20130614,-87.91475,33.00417,2817.678,0.024,-999.000,0.043,-999.000,51.474,86.357,0.401,-999.000,0.322,154.000,0.000,-999.000,0.775,-999.000,0.775,-999.000,0.031,-999.000,0.031,-999.000,0.540,-999.000,0.002,-999.000,0.100,-999.000,0.000,-999.000,0.000,0.005
20130614,-87.86744,33.04924,2353.532,0.031,106.850,0.067,21.552,63.297,80.113,0.417,613.000,0.228,154.000,0.000,0.009,0.865,1862.000,0.865,-999.000,0.035,97.800,0.035,-999.000,0.551,1277.000,0.002,11.780,0.100,168.000,0.000,-999.000,0.000,-999.000
20130614,-87.81478,33.08608,1889.334,0.025,99.395,0.061,37.853,62.656,80.837,0.456,-999.000,0.202,-999.000,0.001,0.018,1.260,-999.000,1.260,-999.000,0.071,-999.000,0.071,-999.000,0.725,-999.000,0.005,-999.000,0.100,-999.000,0.000,-999.000,0.001,0.004
20130614,-87.76816,33.12284,1417.251,0.020,124.133,0.070,68.000,56.440,64.974,2.381,1595.000,0.641,-999.000,1.410,0.892,3.831,2919.000,3.831,-999.000,0.734,212.800,0.734,-999.000,1.462,1608.000,0.018,14.830,0.120,299.000,0.047,-999.000,1.757,0.824
20130614,-87.75909,33.17437,974.532,0.034,132.474,0.136,317.429,57.161,56.708,3.217,-999.000,0.729,-999.000,2.991,1.420,4.867,-999.000,4.867,-999.000,0.999,-999.000,0.999,-999.000,1.688,-999.000,0.022,-999.000,0.132,-999.000,0.099,-999.000,2.618,1.731
20130614,-87.75848,33.22596,860.138,0.033,93.614,0.137,210.238,56.593,56.387,3.209,3262.000,0.713,-999.000,3.358,1.596,4.938,5362.000,4.938,-999.000,1.014,410.700,1.014,-999.000,1.688,2322.000,0.022,28.930,0.125,366.000,0.112,-999.000,2.641,1.584
20130614,-87.75813,33.27935,865.167,0.033,81.110,0.137,179.070,56.593,57.124,3.209,-999.000,0.713,-999.000,3.358,1.389,4.938,-999.000,4.938,-999.000,1.014,-999.000,1.014,-999.000,1.688,-999.000,0.022,-999.000,0.125,-999.000,0.112,-999.000,2.641,1.440
20130614,-87.75566,33.33332,865.171,0.031,71.315,0.129,158.414,55.892,58.042,3.120,3169.000,0.695,-999.000,3.404,0.879,4.845,4900.000,4.845,-999.000,0.992,373.600,0.992,-999.000,1.661,2160.000,0.022,27.800,0.122,308.000,0.113,-999.000,2.548,1.309
20130614,-87.75223,33.38854,866.278,0.031,73.054,0.129,182.992,55.892,56.881,3.120,-999.000,0.695,-999.000,3.404,1.448,4.845,-999.000,4.845,-999.000,0.992,-999.000,0.992,-999.000,1.661,-999.000,0.022,-999.000,0.122,-999.000,0.113,-999.000,2.548,1.467
20130614,-87.74929,33.44238,861.872,0.031,68.165,0.124,171.002,55.300,55.746,2.965,3298.000,0.677,-999.000,3.119,1.365,4.695,5255.000,4.695,-999.000,0.935,391.400,0.935,-999.000,1.615,2189.000,0.021,28.740,0.117,339.000,0.109,-999.000,2.332,1.470
20130614,-87.74747,33.49439,860.863,0.031,62.571,0.124,159.087,55.300,54.460,2.965,-999.000,0.677,-999.000,3.119,1.312,4.695,-999.000,4.695,-999.000,0.935,-999.000,0.935,-999.000,1.615,-999.000,0.021,-999.000,0.117,-999.000,0.109,-999.000,2.332,1.484
20130614,-87.74742,33.54579,861.450,0.031,62.351,0.123,160.421,54.772,53.960,2.763,3054.000,0.642,-999.000,2.607,1.196,4.383,5195.000,4.383,-999.000,0.849,334.800,0.849,-999.000,1.548,2019.000,0.021,22.720,0.115,270.000,0.097,-999.000,2.057,1.389
20130614,-87.77979,33.56705,861.064,0.030,62.379,0.119,170.193,54.755,54.636,2.719,-999.000,0.641,-999.000,2.543,0.950,4.339,-999.000,4.339,-999.000,0.835,-999.000,0.835,-999.000,1.536,-999.000,0.020,-999.000,0.113,-999.000,0.091,-999.000,2.053,1.452
20130614,-87.79954,33.51784,862.602,0.030,67.577,0.120,214.119,55.310,53.506,2.910,3395.000,0.651,-999.000,3.402,1.693,4.639,5395.000,4.639,-999.000,0.918,363.600,0.918,-999.000,1.589,2108.000,0.021,23.560,0.116,292.000,0.115,-999.000,2.352,1.644
20130614,-87.80469,33.46048,861.650,0.030,63.016,0.120,201.614,55.310,53.606,2.910,-999.000,0.651,-999.000,3.402,1.716,4.639,-999.000,4.639,-999.000,0.918,-999.000,0.918,-999.000,1.589,-999.000,0.021,-999.000,0.116,-999.000,0.115,-999.000,2.352,1.668
20130614,-87.81150,33.40345,859.936,0.029,55.903,0.120,166.780,55.805,54.661,3.095,3383.000,0.666,-999.000,3.614,1.293,4.918,4971.000,4.918,-999.000,0.993,369.100,0.993,-999.000,1.642,2148.000,0.021,25.920,0.117,319.000,0.122,-999.000,2.633,1.608
20130614,-87.81441,33.34744,862.967,0.029,59.467,0.120,198.832,55.805,54.413,3.095,-999.000,0.666,-999.000,3.614,1.869,4.918,-999.000,4.918,-999.000,0.993,-999.000,0.993,-999.000,1.642,-999.000,0.021,-999.000,0.117,-999.000,0.122,-999.000,2.633,1.776
20130614,-87.79287,33.29989,765.112,0.035,-999.000,0.149,-999.000,56.630,56.986,3.264,3309.000,0.709,299.000,3.613,1.278,5.024,5285.000,5.024,-999.000,1.034,391.600,1.034,-999.000,1.700,2213.000,0.022,28.690,0.126,303.000,0.121,-999.000,2.700,1.489
20130614,-87.75249,33.32061,646.112,0.034,60.199,0.150,225.407,55.942,57.656,3.208,-999.000,0.684,299.000,3.916,1.013,4.987,-999.000,4.987,-999.000,1.026,-999.000,1.026,-999.000,1.681,-999.000,0.022,-999.000,0.123,-999.000,0.131,-999.000,2.645,1.378
20130614,-87.73927,33.37107,646.127,0.034,57.630,0.150,232.095,55.942,57.772,3.208,-999.000,0.684,299.000,3.916,1.072,4.987,-999.000,4.987,-999.000,1.026,-999.000,1.026,-999.000,1.681,-999.000,0.022,-999.000,0.123,-999.000,0.131,-999.000,2.645,1.402
20130614,-87.72729,33.42191,649.659,0.034,57.283,0.150,224.639,55.942,57.577,3.208,-999.000,0.684,299.000,3.916,1.002,4.987,-999.000,4.987,-999.000,1.026,-999.000,1.026,-999.000,1.681,-999.000,0.022,-999.000,0.123,-999.000,0.131,-999.000,2.645,1.395
20130614,-87.72189,33.47433,647.197,0.033,56.957,0.143,219.161,55.321,55.016,3.042,-999.000,0.664,299.000,3.636,1.299,4.830,-999.000,4.830,-999.000,0.967,-999.000,0.967,-999.000,1.632,-999.000,0.022,-999.000,0.118,-999.000,0.127,-999.000,2.422,1.543
20130614,-87.71993,33.52535,645.402,0.033,52.671,0.143,191.159,55.321,54.446,3.042,-999.000,0.664,299.000,3.636,1.038,4.830,-999.000,4.830,-999.000,0.967,-999.000,0.967,-999.000,1.632,-999.000,0.022,-999.000,0.118,-999.000,0.127,-999.000,2.422,1.399
20130614,-87.73116,33.56958,647.200,0.034,54.905,0.142,206.963,54.793,54.622,2.839,3147.000,0.630,299.000,3.089,1.063,4.515,5477.000,4.515,-999.000,0.880,368.100,0.880,-999.000,1.565,2096.000,0.021,22.140,0.116,282.000,0.114,-999.000,2.146,1.300
20130614,-87.76798,33.54464,647.296,0.034,58.486,0.142,223.549,54.793,53.802,2.839,-999.000,0.630,299.000,3.089,1.611,4.515,-999.000,4.515,-999.000,0.880,-999.000,0.880,-999.000,1.565,-999.000,0.021,-999.000,0.116,-999.000,0.114,-999.000,2.146,1.552
20130614,-87.78034,33.48933,645.366,0.033,53.856,0.143,195.698,55.321,53.736,3.042,3324.000,0.664,299.000,3.636,1.688,4.830,5706.000,4.830,-999.000,0.967,372.200,0.967,-999.000,1.632,2155.000,0.022,23.520,0.118,277.000,0.127,-999.000,2.422,1.579
20130614,-87.79255,33.43343,649.048,0.033,55.654,0.143,207.122,55.321,53.475,3.042,-999.000,0.664,299.000,3.636,2.018,4.830,-999.000,4.830,-999.000,0.967,-999.000,0.967,-999.000,1.632,-999.000,0.022,-999.000,0.118,-999.000,0.127,-999.000,2.422,1.699
20130614,-87.80537,33.37663,648.460,0.031,-999.000,0.138,-999.000,55.327,54.418,3.129,3423.000,0.602,299.000,4.179,1.687,5.029,5572.000,5.029,-999.000,1.075,386.000,1.075,-999.000,1.698,2234.000,0.021,26.840,0.116,343.000,0.141,-999.000,2.702,1.647
20130614,-87.81518,33.31986,620.793,0.031,-999.000,0.141,-999.000,55.901,54.102,3.313,-999.000,0.615,299.000,4.454,2.184,5.326,-999.000,5.326,-999.000,1.157,-999.000,1.157,-999.000,1.755,-999.000,0.021,-999.000,0.117,-999.000,0.147,-999.000,2.957,1.775
20130614,-87.77454,33.29034,413.844,0.039,57.241,0.201,243.530,56.198,56.769,3.445,3316.000,0.620,299.000,4.994,1.612,5.458,5186.000,5.458,-999.000,1.196,396.100,1.196,-999.000,1.795,2289.000,0.022,29.060,0.125,316.000,0.169,-999.000,2.973,1.512
20130614,-87.73998,33.32260,370.428,0.037,58.223,0.185,252.642,55.459,57.877,3.257,-999.000,0.592,299.000,4.951,1.349,5.194,-999.000,5.194,-999.000,1.126,-999.000,1.126,-999.000,1.737,-999.000,0.022,-999.000,0.121,-999.000,0.167,-999.000,2.758,1.421
20130614,-87.73724,33.37236,398.786,0.037,60.847,0.185,265.126,55.459,57.788,3.257,3416.000,0.592,299.000,4.951,1.316,5.194,5307.000,5.194,-999.000,1.126,389.500,1.126,-999.000,1.737,2186.000,0.022,32.170,0.121,336.000,0.167,-999.000,2.758,1.466
